MANUFACTURER,MANUFACTURER IMG,Brand,Brand IMG,Line,Cigar,Cigar IMG,Vitola,LENGTH,RG,SHAPE,WRAPPER,BINDER,FILLER,ORIGIN,WRAPPER SHADE,STRENGTH,Box Pressed,Tubo,F/S,TIN,Pack,Barber,FAVORITE,Cigar MSRP,Box MSRP,Box Count,Inventory,Keystone1,Box Cost,Cigar Cost,Net,PRODUCT #,Master Case
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Knuckle Buster Shade,Stubby,,Short Gordo,4.50,60,Parejo,,,,,,,,,,,,,,,,20,89,6.52,55.20,2.76,3.76,56294,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Knuckle Buster Shade,Gordo,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,20,89,7.64,66.40,3.32,4.32,56293,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,London Club,,Petit Corona,5.00,40,Parejo,,,,,Maduro,,,,,,,,,,,25,89,7.04,75.50,3.02,4.02,50307,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,Elites MAD,,Corona,5.25,45,Parejo,,,,,Maduro,,,,,,,,,,,25,89,7.54,81.75,3.27,4.27,50301,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,Punch After Dinner MAD,,Corona Gorda,7.25,45,Parejo,,,,,Maduro,,,,,,,,,,,25,89,11.22,127.75,5.11,6.11,50243,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,Pitas MAD,,Toro,6.12,50,Parejo,,,,,Maduro,,,,,,,,,,,25,89,12.20,140.00,5.60,6.60,50315,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,Double Corona MAD,,Double Corona,6.75,48,Parejo,,,,,Maduro,,,,,,,,,,,25,89,12.46,143.25,5.73,6.73,50296,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,Presidente MAD,,Gigante,8.50,52,Parejo,,,,,Maduro,,,,,,,,,,,25,89,15.70,183.75,7.35,8.35,50325,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Maduro,Rothschilds Cello MAD,,Rothschild,4.50,50,Parejo,,,,,Maduro,,,,,,,,,,,50,89,9.26,206.50,4.13,5.13,50335,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Rare Corojo,El Doble,,Gordo,5.88,60,Parejo,,,,,,,,,,,,,,,,20,89,15.66,146.60,7.33,8.33,56132,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Rare Corojo,Champion Figurado,,Figurado,4.50,60,Figurado,,,,,,,,,,,,,,,,25,89,12.60,145.00,5.80,6.80,55910,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Rare Corojo,Elite,,Corona,5.25,45,Parejo,,,,,,,,,,,,,,,,25,89,9.38,104.75,4.19,5.19,55914,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Rare Corojo,Pita,,Toro,6.12,50,Parejo,,,,,,,,,,,,,,,,25,89,13.08,151.00,6.04,7.04,55916,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Rare Corojo,Magnum,,Robusto Gordo,5.25,54,Parejo,,,,,,,,,,,,,,,,25,89,14.46,168.25,6.73,7.73,55915,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Rare Corojo,Rothschild,,Rothschild,4.50,50,Parejo,,,,,,,,,,,,,,,,50,89,11.70,267.50,5.35,6.35,55917,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Signature,Rothschild,,Rothschild,4.50,50,Parejo,,,,,,,,,,,,,,,,18,89,9.86,79.74,4.43,5.43,55412,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Signature,Pita,,Toro,6.00,50,Parejo,,,,,,,,,,,,,,,,18,89,11.46,94.14,5.23,6.23,55542,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Signature,Robusto,,Robusto,5.00,54,Parejo,,,,,,,,,,,,,,,,18,89,11.96,98.64,5.48,6.48,55410,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Signature,Gigante,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,18,89,12.46,103.14,5.73,6.73,55411,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Signature,Torpedo,,Torpedo,5.75,52,Torpedo,,,,,,,,,,,,,,,,18,89,12.46,103.14,5.73,6.73,55413,
General Cigar Co.,img/icons/brands/generalcigarco.svg,Punch,img/icons/brands/punch.svg,Signature,Gusto Tubo,,Robusto,5.00,52,Parejo,,,,,,,,Tubo,,,,,,,,20,89,13.82,128.20,6.41,7.41,55919,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,ALR Second Edition,ALR Second Edition Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,15.85,,20,89,16.10,151.00,7.55,8.55,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,ALR Second Edition,ALR Second Edition Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,17.05,,20,89,17.25,162.50,8.13,9.13,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,ALR Second Edition,ALR Second Edition Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,18.25,,20,89,18.40,174.00,8.70,9.70,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Bold by Nish Patel,Bold by Nish Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,,,21,89,11.80,113.40,5.40,6.40,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Bold by Nish Patel,Bold by Nish Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,21,89,12.00,115.50,5.50,6.50,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Bold by Nish Patel,Bold by Nish Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,21,89,13.20,128.10,6.10,7.10,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Bold by Nish Patel,Bold by Nish Torpedo,,Torpedo,6.13,52,Torpedo,,,,,,,,,,,,,,,,21,89,12.30,118.65,5.65,6.65,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22,Catch 22 Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,22,89,7.30,69.30,3.15,4.15,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22,Catch 22 Double Corona,,Double Corona,7.50,52,Parejo,,,,,,,,,,,,,,,,22,89,7.55,72.05,3.28,4.28,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22,Catch 22 Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,22,89,8.20,79.20,3.60,4.60,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22,Catch 22 Rothschild,,Rothschild,4.50,50,Parejo,,,,,,,,,,,,,,,,50,89,7.00,150.00,3.00,4.00,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22 Connecticut,Catch 22 Connecticut Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,22,89,7.55,72.05,3.28,4.28,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22 Connecticut,Catch 22 Connecticut Double Corona,,Double Corona,7.50,52,Parejo,,,,,,,,,,,,,,,,22,89,7.85,75.35,3.43,4.43,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22 Connecticut,Catch 22 Connecticut Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,22,89,8.65,84.15,3.83,4.83,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Catch 22 Connecticut,Catch 22 Connecticut Rothschild,,Rothschild,4.50,50,Parejo,,,,,,,,,,,,,,,,50,89,7.10,152.50,3.05,4.05,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Cigar Smoking World Championship,Mareva,,Mareva,5.13,42,Parejo,,,,,,,,,,,,,,,,10,89,10.70,48.50,4.85,5.85,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Cigar Smoking World Championship,Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,,,20,89,11.80,108.00,5.40,6.40,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Cigar Smoking World Championship,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,20,89,12.90,119.00,5.95,6.95,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Dark Star,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,12.05,,20,89,12.50,115.00,5.75,6.75,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Dark Star,Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,13.15,,20,89,13.50,125.00,6.25,7.25,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Dark Star,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,20,89,11.50,105.00,5.25,6.25,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Dark Star,Short Gordo,,Short Gordo,4.00,60,Parejo,,,,,,,,,,,,,,,,20,89,12.25,112.50,5.63,6.63,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,DBS,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,20.95,,20,89,18.00,170.00,8.50,9.50,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,DBS,Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,22.05,,20,89,19.00,180.00,9.00,10.00,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,DBS,Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,23.05,,20,89,20.00,190.00,9.50,10.50,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,DBS,DBS LE Humidor w Toros,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,100,89,24.80,"1,190.00",11.90,12.90,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,Toro Tubos,,Toro,6.50,52,Parejo,,,,,,,,Tubo,,,,,,,,10,89,17.80,84.00,8.40,9.40,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,13.55,,20,89,13.92,129.15,6.46,7.46,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,14.95,,20,89,15.28,142.80,7.14,8.14,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,The Forty-Six Corona,,Corona,4.50,46,Parejo,,,,,,,,,,,,,,,,20,89,12.61,116.05,5.80,6.80,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,Lonsdale,,Lonsdale,6.50,44,Parejo,,,,,,,,,,,,,,,,20,89,13.92,129.15,6.46,7.46,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,Emperor Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,20,89,17.91,169.05,8.45,9.45,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Decade,Torpedo,,Torpedo,6.50,52,Torpedo,,,,,,,,,,,,,,,,20,89,15.86,148.60,7.43,8.43,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Disciple,Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,12.25,,20,89,12.65,116.50,5.83,6.83,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Disciple,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,13.35,,20,89,13.75,127.50,6.38,7.38,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Disciple,Gordo,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,15.05,,20,89,15.35,143.50,7.18,8.18,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Disciple,Half Corona,,Half Corona,3.50,46,Parejo,,,,,,,,,,,,,,,,20,89,8.75,77.50,3.88,4.88,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Disciple,Bala,,Bala,5.75,58-50,,,,,,,,,,,,,,,,,20,89,14.25,132.50,6.63,7.63,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Edición Unica,Edición Unica Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,100,89,10.61,480.40,4.80,5.80,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Emerald,Emerald Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,12.35,,20,89,12.75,117.50,5.88,6.88,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Emerald,Emerald Toro,,Toro,6.50,50,Parejo,,,,,,,,,,,,,,13.35,,20,89,13.75,127.50,6.38,7.38,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Emerald,Emerald Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,14.45,,20,89,14.75,137.50,6.88,7.88,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifteenth Anniversary,Fifteenth Anniversary Toro Tubos,,Toro,6.00,50,Parejo,,,,,,,,Tubo,,,,,,,,10,89,15.35,71.75,7.18,8.18,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifteenth Anniversary,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,20,89,13.40,124.00,6.20,7.20,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifteenth Anniversary,Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,20,89,14.65,136.50,6.83,7.83,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifteenth Anniversary,Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,20,89,16.70,157.00,7.85,8.85,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifteenth Anniversary,Torpedo,,Torpedo,6.25,52,Torpedo,,,,,,,,,,,,,,,,20,89,15.10,141.00,7.05,8.05,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifty-Five,Robusto,,Robusto,5.50,55,Parejo,,,,,,,,,,,,,,13.15,,20,89,13.55,125.50,6.28,7.28,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifty-Five,Toro,,Toro,6.50,55,Parejo,,,,,,,,,,,,,,14.55,,20,89,14.90,139.00,6.95,7.95,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifty-Five,Corona,,Corona,4.00,55,Parejo,,,,,,,,,,,,,,,,20,89,12.30,113.00,5.65,6.65,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Fifty-Five,Titan 8x55,,Gigante,8.00,55,Parejo,,,,,,,,,,,,,,,,20,89,17.45,164.50,8.23,9.23,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Gold Label,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,11.75,,20,89,12.75,117.50,5.88,6.88,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Gold Label,Half Corona,,Half Corona,3.50,46,Parejo,,,,,,,,,,,,,,,,20,89,10.70,97.00,4.85,5.85,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Gold Label,Toro,,Toro,6.50,54,Parejo,,,,,,,,,,,,,,,,20,89,14.00,130.00,6.50,7.50,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Gold Label,Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,20,89,15.00,140.00,7.00,8.00,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Grand Reserve,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,10,89,14.92,69.60,6.96,7.96,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Grand Reserve,Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,10,89,16.07,75.35,7.54,8.54,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Grand Reserve,Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,10,89,17.23,81.15,8.12,9.12,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,,HR500 Gary Sheffield Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,10,89,15.05,70.25,7.03,8.03,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,,It’s a Boy Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,20,89,6.15,51.50,2.58,3.58,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,,It’s a Girl Toro,,Toro,6.00,52,Parejo,,,,,,,,,,,,,,,,20,89,6.15,51.50,2.58,3.58,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,LB1,Corona,,Corona,6.00,44,Parejo,,,,,,,,,,,,,,,,20,89,11.08,100.80,5.04,6.04,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,LB1,Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,20,89,11.71,107.10,5.36,6.36,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,LB1,Churchill Shaggy Foot,,Churchill Shaggy Foot,7.00,48,Parejo,,,,,,,,,,,,,,,,20,89,12.61,116.05,5.80,6.80,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,LB1,Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,60,89,5.45,133.35,2.22,3.22,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,LB1,Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,20,89,12.61,116.05,5.80,6.80,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Legends 52 Ray Lewis,Legends 52 Ray Lewis Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,10,89,17.02,80.10,8.01,9.01,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Number 6,Number 6 Toro Tubos,,Toro,6.00,50,Parejo,,,,,,,,,,,,,,,,10,89,14.05,65.25,6.53,7.53,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Number 6,Number 6 Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,11.65,,20,89,12.61,116.05,5.80,6.80,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Number 6,Number 6 Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,12.35,,20,89,13.34,123.40,6.17,7.17,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Number 6,Number 6 Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,14.35,,20,89,15.34,143.40,7.17,8.17,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Number 6,Number 6 Corona,,Corona,6.00,44,Parejo,,,,,,,,,,,,,,,,20,89,11.87,108.70,5.44,6.44,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Quarter Century,Quarter Century Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,23.15,,20,89,15.95,149.50,7.48,8.48,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Quarter Century,Quarter Century Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,20,89,14.85,138.50,6.93,7.93,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sixty,Sixty Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,18.53,,20,89,18.65,176.50,8.83,9.83,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sixty,Sixty Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,19.65,,20,89,19.75,187.50,9.38,10.38,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sixty,Sixty Gordo,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,20.85,,20,89,20.85,198.50,9.93,10.93,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sixty,Sixty LE Humidor w Gordos,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,100,89,27.00,"1,300.00",13.00,14.00,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Special Edition,Special Edition Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,10,89,13.15,60.75,6.08,7.08,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Special Edition,Special Edition Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,10,89,13.60,63.00,6.30,7.30,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Special Edition,Special Edition Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,10,89,15.05,70.25,7.03,8.03,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown Toro Tubos,,Toro,6.00,50,Parejo,,,,,,,,Tubo,,,,,,,,10,89,12.50,57.50,5.75,6.75,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown,,Petit Corona,4.50,44,Parejo,,,,,,,,,,,,,,,,20,89,9.22,82.20,4.11,5.11,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,20,89,10.57,95.70,4.79,5.79,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,,,20,89,12.03,110.25,5.51,6.51,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,,,20,89,14.58,135.75,6.79,7.79,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown Torpedo,,Torpedo,6.25,52,Torpedo,,,,,,,,,,,,,,,,20,89,13.43,124.30,6.22,7.22,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown,Sun Grown Juniors,,Cigarillo,4.00,38,Parejo,,,,,,,,,,,,,,,,50,89,5.21,105.30,2.11,3.11,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown Maduro,Sun Grown Maduro Robusto,,Robusto,5.00,50,Parejo,,,,,,,,,,,,,,11.85,,20,89,12.25,112.50,5.63,6.63,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown Maduro,Sun Grown Maduro Toro,,Toro,6.50,52,Parejo,,,,,,,,,,,,,,12.05,,20,89,12.50,115.00,5.75,6.75,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown Maduro,Sun Grown Maduro Sixty,,Gordo,6.00,60,Parejo,,,,,,,,,,,,,,14.25,,20,89,14.60,136.00,6.80,7.80,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,Sun Grown Maduro,Sun Grown Maduro Lancero,,Lancero,7.50,38,Parejo,,,,,,,,,,,,,,,,20,89,12.25,112.50,5.63,6.63,,
Rocky Patel,img/icons/brands/rockypatel.svg,Rocky Patel,img/icons/brands/rockypatel.svg,,Tavicusa Robusto,,Robusto,5.50,50,Parejo,,,,,,,,,,,,,,,,20,89,13.30,123.00,6.15,7.15,,
